question_id,answer,grade
9,اخوه,1
9,اخوه السلطان احمد المنصور,2
9,الملك محمد السادس,0
9,تولى الحكم أخوه السلطان أحمد المنصور,2
9,السلطان أحمد المنصور,2
9,الملك محمد السادس,0
9,أخوه السلطان أحمد المنصور,2
9,محمد السادس,0
9,الحسن الثاني نصره الله,0
9,الملك محمد السادس,0
9,أحمد المنصور,2
9,المولى اسماعيل,0
9,الملك محمد السادس,0
9,تولى الحكم أخوه السلطان أحمد المنصور,2
9,ادريس الاول,0
9,احمد المنصر,1
9,احمد المنصو,1
9,احمد المنصور,2
9,السلطا احمد المنصور,2
9,احمد المنصور,2
9,السلطان محمد الفاتح,0
9,السلطان سليمان الأول بن سليم,0
9,السلطان العثماني العاشر,0
9,السلطان سليمان الأول بن سليم,0
9,احمد المنصور,2
9,الذي تولى الحكم في عام 1999 بعد وفاة والده السابق الملك الحسن الثاني.,0
9,عند وفاة السلطان عبد الملك بن مروان، تولى الحكم في الدولة الأموية بالأندلس الأمير الأكبر الوليد بن عبد الملك، وكان ذلك في عام 705 ميلادية.,0
9,احمد المنصور,2
9,المنصور الذهبي,2
9,الملك الراحل الحسن التاني,0
9,الملك محمد الخامس,0
9,الحسن الاول,0
9,ص,0
9,حسن تاني,0
9,الملك محمد السادس,0
9,احمد منصور,2
9,السلطان احمد المنصور,2
9,السلطان احمد,1
9,السلطان عبد الحميد الثاني,0
9,السلطان سليمان القانوني,0
9,السلطان سليمان,0
9,السلطان احمد الثاني,0
9,أحمد المنصور,2
9,السلطان احمد المنصور من تولى الحكم بعد وفاة اخوه السلطان عبد الملك.,2
9,اخ السلطان عبد الملك هو من تولى الحكم بعد وفاته,1
9,ابن السلطان عبد المالك,0
9,السلطان عبد الملك الثاني,0
9,السطان احمد المنصور الذهبي,2
9,الشخص الوارث للحكم,1
9,الأمير الأقرب,1
9,الأخ الثاني,1
9,الفرد القريب جدًا احمد,1
9,الأمير المناوب,1
9,الأمير الأقرب في الدم احمد هو  الذي تسلم الحكم بعد وفاة السلطان عبد الملك الأول,1
9,الأمير الأقرب في العائلة الحاكمة الذي تولى الحكم بعد رحيل السلطان عبد الملك الأول,1
9,الأخ الأصغر الذي استلم السلطة بعد رحيل السلطان عبد الملك الأول,1
9,الأمير أحمد,1
9,الأمير الدهبي,1
9,الأمير الأخ  المنتخب الذي تولى الحكم بعد رحيل السلطان عبد الملك الأول,1
9,المنصر الذهبي,1
9,سلطان المنصور,1
9,الامير احمد الدهبي,1
9,الأمير الشقيق,1
9,الأمير المنصور,1
9,الأمير الأخ ,1
9,الشخص الذي يحق له تولي الحكم بناءً على التقاليد العائلية بعد رحيل السلطان عبد الملك الأول هو اخوه,1
9,السلطا الذهبي,1
9,الأمير الذي تسلم المسؤولية الحكومية بعد رحيل السلطان عبد الملك الأول هو اخوه ,1
9,الملك الراحل محمد الخامس,0
9,تولى الحكم بعد وفاة السلطان عبد الملك الأول اخوه السلطان احمد المنصور,2
